laag	vaknr	vaknaam	vakafkorting	nr	periode	leerstofomschrijving	weging VD	afname	afwijkende hulpmiddelen / bijzonderheden	duur	SE?	weging SE	herkans-baar?	verplichte SE-domeinen
4A	130	Natuur Leven en Technologie	NLT	2	2	Dossier Forensisch Onderzoek	5	po	0	0	Nee	1	Nee	A, B1, B2, E2, F2
4A	130	Natuur Leven en Technologie	NLT	3	3	Hersenen en leren	10	po	0	0	Nee	0	0	0
4A	130	Natuur Leven en Technologie	NLT	4	4	Theoretische toets Technisch ontwerpen in de biomedische technologie	2	tt	0	50	Ja	0	0	0
4A	130	Natuur Leven en Technologie	NLT	5	4	Dossier Technisch ontwerpen in de biomedische technologie	8	po	0	0	Nee	0	0	0
4A	130	Natuur Leven en Technologie	NLT	6	0	0	0	0	0	0	0	0	0	0
4A	130	Natuur Leven en Technologie	0	7	0	De BINAS HAVO/VWO is bij alle schriftelijke toetsen een toegestaan hulpmiddel, tenzij anders vermeld bij de toets.	0	0	0	0	0	0	0	0
5A	130	Natuur Leven en Technologie	NLT	1	2	Portfolio Hart en vaten	2	po	0	0	Ja	2	Nee	A, B1, D1
5A	130	Natuur Leven en Technologie	NLT	2	2	Hart en vaten	1	tt	0	100	Ja	1	Ja	A, B1, D1
5A	130	Natuur Leven en Technologie	NLT	3	3	Ruimte voor de rivier 	3	po	0	0	Ja	3	Nee	A, B1, B2, C1, C2
5A	130	Natuur Leven en Technologie	NLT	4	4	Rijden onder invloed	3	po	0	0	Ja	3	Nee	A, B1, B2, D2, F2
5A	130	Natuur Leven en Technologie	NLT	5	0	0	0	0	0	0	0	0	0	0
5A	130	Natuur Leven en Technologie	NLT	6	0	0	0	0	0	0	0	0	0	0
5A	130	Natuur Leven en Technologie	0	7	0	De BINAS HAVO/VWO is bij alle schriftelijke toetsen een toegestaan hulpmiddel, tenzij anders vermeld bij de toets.	0	0	0	0	0	0	0	0
6A	130	Natuur Leven en Technologie	NLT	1	2	Dossier De bewegende aarde	0	po	0	0	Ja	2	Nee	A, B1, B2, C1, F2
6A	130	Natuur Leven en Technologie	NLT	2	2	Theoretische toets De bewegende aarde	0	tt	0	100	Ja	2	Ja	A, B1, B2, C1, F2
6A	130	Natuur Leven en Technologie	NLT	3	3	Theoretische toets Food or fuel	0	tt	0	100	Ja	2	Ja	A, B1, C2, E2
6A	130	Natuur Leven en Technologie	NLT	4	3	Portfolio Food or Fuel	0	po	0	0	Ja	2	Nee	A, B1, C2, E2
6A	130	Natuur Leven en Technologie	NLT	5	0	0	0	0	0	0	0	0	0	0
6A	130	Natuur Leven en Technologie	NLT	6	0	0	0	0	0	0	0	0	0	0
6A	130	Natuur Leven en Technologie	0	7	0	De BINAS HAVO/VWO is bij alle schriftelijke toetsen een toegestaan hulpmiddel, tenzij anders vermeld bij de toets.	0	0	0	0	0	0	0	0
4M	90	Informatica	IF	1	0	0	0	0	0	0	0	0	0	0
4M	90	Informatica	IF	2	0	0	0	0	0	0	0	0	0	0
4M	90	Informatica	IF	3	0	0	0	0	0	0	0	0	0	0
4M	90	Informatica	IF	4	0	0	0	0	0	0	0	0	0	0
4M	90	Informatica	IF	5	0	0	0	0	0	0	0	0	0	0
4M	90	Informatica	IF	6	0	0	0	0	0	0	0	0	0	0
4M	90	Informatica	0	7	0	0	0	0	0	0	0	0	0	0
4H	90	Informatica	IF	1	1	HTML & CSS	2	po	0	0	Ja	2	Nee	F1
4H	90	Informatica	IF	2	2	Javascript I	2	tt	Computer	60	Ja	2	Ja	D, B1, B4
4H	90	Informatica	IF	3	3	Gegevensrepresentatie & Ontwerp	2	po	0	0	Ja	2	Nee	A1, A2, B2, C3, C4, E1, F1, F2, K1
4H	90	Informatica	IF	4	4	Databases	2	tt	0	50	Ja	2	Ja	C
4H	90	Informatica	IF	5	0	0	0	0	0	0	0	0	0	0
4H	90	Informatica	IF	6	0	0	0	0	0	0	0	0	0	0
4H	90	Informatica	0	7	0	De domeinen A12 en A13 zijn niet specifiek aan een PTA-onderdeel gekoppeld maar komen gedurende het jaar aan de orde.	0	0	0	0	0	0	0	0
5H	90	Informatica	IF	1	2	Computational Science	2	po	0	0	Ja	2	Nee	A5, A6, A7, B3, R, J
5H	90	Informatica	IF	2	3	Security	2	tt	0	50	Ja	2	Ja	A11, N, E, F3, F4, L4, Q3
5H	90	Informatica	IF	3	3	Keuzeproject	3	po	0	0	Ja	3	Nee	A3, A4, A8, A9, A10
5H	90	Informatica	IF	4	0	0	0	0	0	0	0	0	0	0
5H	90	Informatica	IF	5	0	0	0	0	0	0	0	0	0	0
5H	90	Informatica	IF	6	0	0	0	0	0	0	0	0	0	0
5H	90	Informatica	0	7	0	De domeinen A12 en A13 zijn niet specifiek aan een PTA-onderdeel gekoppeld maar komen gedurende het jaar aan de orde.	0	0	0	0	0	0	0	0
4A	90	Informatica	IF	1	1	HTML & CSS	2	po	0	0	Ja	2	Nee	F1
4A	90	Informatica	IF	2	2	Javascript I	2	tt	Computer	60	Ja	2	Ja	D, B1, B4
4A	90	Informatica	IF	3	3	Gegevensrepresentatie & Ontwerp	2	po	0	0	Ja	2	Nee	A1, A2, B2, C3, C4, E1, F1, F2, K1
4A	90	Informatica	IF	4	4	Databases	2	tt	0	50	Ja	2	Ja	C
4A	90	Informatica	IF	5	0	0	0	0	0	0	0	0	0	0
4A	90	Informatica	IF	6	0	0	0	0	0	0	0	0	0	0
4A	90	Informatica	0	7	0	De domeinen A12 en A13 zijn niet specifiek aan een PTA-onderdeel gekoppeld maar komen gedurende het jaar aan de orde.	0	0	0	0	0	0	0	0
5A	90	Informatica	IF	1	2	OO Gamedesign	2	po	0	0	Ja	2	Nee	J, P, B3, F1
5A	90	Informatica	IF	2	3	Security	2	tt	0	50	Ja	2	Ja	A11, N, E, F3, F4, L4, Q3
5A	90	Informatica	IF	3	4	Project Data	2	po	0	0	Ja	2	Nee	H
5A	90	Informatica	IF	4	0	0	0	0	0	0	0	0	0	0
5A	90	Informatica	IF	5	0	0	0	0	0	0	0	0	0	0
5A	90	Informatica	IF	6	0	0	0	0	0	0	0	0	0	0
5A	90	Informatica	0	7	0	De domeinen A12 en A13 zijn niet specifiek aan een PTA-onderdeel gekoppeld maar komen gedurende het jaar aan de orde.	0	0	0	0	0	0	0	0
6A	90	Informatica	IF	1	1	Security	2	tt	0	50	Ja	2	Ja	A11, N, E, F3, F4, L4, Q3
6A	90	Informatica	IF	2	2	Computational Science	2	po	0	0	Ja	2	Nee	A5, A6, A7, B3, R, J
6A	90	Informatica	IF	3	3	Keuzeproject	2	po	0	0	Ja	3	Nee	A3, A4, A8, A9, A10
6A	90	Informatica	IF	4	0	0	0	0	0	0	0	0	0	0
6A	90	Informatica	IF	5	0	0	0	0	0	0	0	0	0	0
6A	90	Informatica	IF	6	0	0	0	0	0	0	0	0	0	0
6A	90	Informatica	0	7	0	De domeinen A12 en A13 zijn niet specifiek aan een PTA-onderdeel gekoppeld maar komen gedurende het jaar aan de orde.	0	0	0	0	0	0	0	0
4M	163	Bedrijfseconomie	BECO	1	0	0	0	0	0	0	0	0	0	0
4M	163	Bedrijfseconomie	BECO	2	0	0	0	0	0	0	0	0	0	0
4M	163	Bedrijfseconomie	BECO	3	0	0	0	0	0	0	0	0	0	0
4M	163	Bedrijfseconomie	BECO	4	0	0	0	0	0	0	0	0	0	0
4M	163	Bedrijfseconomie	BECO	5	0	0	0	0	0	0	0	0	0	0
4M	163	Bedrijfseconomie	BECO	6	0	0	0	0	0	0	0	0	0	0
4M	163	Bedrijfseconomie	0	7	0	0	0	0	0	0	0	0	0	0
4H	163	Bedrijfseconomie	BECO	1	1	Lesbrief: Financiële zelfredzaamheid. 	1	tt	0	100	Nee	0	Nee	0
4H	163	Bedrijfseconomie	BECO	2	2	Lesbrieven: Financiele zelfredzaamheid. Bedrijf starten.	2	tt	0	100	Ja	1	Ja	A, B1, B2, B3, B4, F1, F2
4H	163	Bedrijfseconomie	BECO	3	3	Opdracht: Keuzeonderwerp	1	po	0	0	Ja	1	Nee	H
4H	163	Bedrijfseconomie	BECO	4	4	Lesbrieven: Marktverovering. Personeel en interne organisatie. Onderneem het zelf.	2	tt	0	100	Ja	1	Ja	A, D1, D2, E1, E2, F1, F2
4H	163	Bedrijfseconomie	BECO	5	0	0	0	0	0	0	0	0	0	0
4H	163	Bedrijfseconomie	BECO	6	0	0	0	0	0	0	0	0	0	0
4H	163	Bedrijfseconomie	0	7	0	0	0	0	0	0	0	0	0	0
5H	163	Bedrijfseconomie	BECO	1	1	Lesbrieven: Bedrijf starten. Financiering en verslaggeving. 	2	tt	0	100	Ja	2	Ja	B1, B2, B3, B4, F1, F2, G
5H	163	Bedrijfseconomie	BECO	2	2	Lesbrieven: Financiering en verslaggeving. Rekenwonder. Investeren.	2	tt	0	100	Ja	2	Ja	D1, D2, F1, F2, G
5H	163	Bedrijfseconomie	BECO	3	3	Lesbrieven: Het resultaat. Financiële zelfredzaamheid. Onderneem het zelf (hoofdstuk 3). Markverovering. Financiering en verslaggeving.  	2	tt	0	100	Ja	2	Ja	A, B, C, D, E, F, G
5H	163	Bedrijfseconomie	BECO	4	0	0	0	0	0	0	0	0	0	0
5H	163	Bedrijfseconomie	BECO	5	0	0	0	0	0	0	0	0	0	0
5H	163	Bedrijfseconomie	BECO	6	0	0	0	0	0	0	0	0	0	0
5H	163	Bedrijfseconomie	0	7	0	0	0	0	0	0	0	0	0	0
4A	163	Bedrijfseconomie	BECO	1	1	Lesbrief Financiele zelfredzaamheid	1	tt	0	100	Nee	0	Nee	0
4A	163	Bedrijfseconomie	BECO	2	2	Lesbrief Financiele zelfredzaamheid 	2	tt	0	100	Nee	0	Nee	0
4A	163	Bedrijfseconomie	BECO	3	3	Lesbrief Bedrijf starten	1	tt	0	100	Nee	0	Nee	0
4A	163	Bedrijfseconomie	BECO	4	4	Lesbrief Bedrijf starten 	2	tt	0	100	Nee	0	Nee	0
4A	163	Bedrijfseconomie	BECO	5	0	0	0	0	0	0	0	0	0	0
4A	163	Bedrijfseconomie	BECO	6	0	0	0	0	0	0	0	0	0	0
4A	163	Bedrijfseconomie	0	7	0	0	0	0	0	0	0	0	0	0
5A	163	Bedrijfseconomie	BECO	1	1	Lesbrief Financiële zelfredzaamheid en Onderneem het zelf	2	tt	0	100	Ja	1	Ja	F
5A	163	Bedrijfseconomie	BECO	2	2	Lesbrieven Bedrijf starten en personeelsbeleid en Interne organisatie	2	tt	0	100	Ja	1	Ja	B, C
5A	163	Bedrijfseconomie	BECO	3	3	Lesbrief Circulaire economie	2	tt	0	100	Ja	1	Ja	H
5A	163	Bedrijfseconomie	BECO	4	4	Lesbrief Marktverovering en Investeren	2	tt	0	100	Ja	1	Ja	D, E
5A	163	Bedrijfseconomie	BECO	5	0	0	0	0	0	0	0	0	0	0
5A	163	Bedrijfseconomie	BECO	6	0	0	0	0	0	0	0	0	0	0
5A	163	Bedrijfseconomie	0	7	0	Domein A: vaardigheden komen in elke schriftelijke toets terug	0	0	0	0	0	0	0	0
6A	163	Bedrijfseconomie	BECO	1	1	Lesbrief Financiering en verslaggeving	nvt	tt	0	100	Ja	2	Ja	D, F, G
6A	163	Bedrijfseconomie	BECO	2	2	Lesbrief Het Resultaat	nvt	tt	0	100	Ja	2	Ja	D, F, G
6A	163	Bedrijfseconomie	BECO	3	3	Alle Lesbrieven + keuzeonderwerp: Circulaire economie	nvt	tt	0	100	Ja	2	Ja	A, B, C, D, E, F, G, H
6A	163	Bedrijfseconomie	BECO	4	0	0	0	0	0	0	0	0	0	0
6A	163	Bedrijfseconomie	BECO	5	0	0	0	0	0	0	0	0	0	0
6A	163	Bedrijfseconomie	BECO	6	0	0	0	0	0	0	0	0	0	0
6A	163	Bedrijfseconomie	0	7	0	0	0	0	0	0	0	0	0	0
4M	47	Culturele en Kunstzinnige Vorming	CKV	1	0	0	0	0	0	0	0	0	0	0
4M	47	Culturele en Kunstzinnige Vorming	CKV	2	0	0	0	0	0	0	0	0	0	0
4M	47	Culturele en Kunstzinnige Vorming	CKV	3	0	0	0	0	0	0	0	0	0	0
4M	47	Culturele en Kunstzinnige Vorming	CKV	4	0	0	0	0	0	0	0	0	0	0
4M	47	Culturele en Kunstzinnige Vorming	CKV	5	0	0	0	0	0	0	0	0	0	0
4M	47	Culturele en Kunstzinnige Vorming	CKV	6	0	0	0	0	0	0	0	0	0	0
4M	47	Culturele en Kunstzinnige Vorming	0	7	0	0	0	0	0	0	0	0	0	0
4H	47	Culturele en Kunstzinnige Vorming	CKV	1	1	Oriëntatie + kunstbiografie	1	po	0	0	Ja	1	Nee	A
4H	47	Culturele en Kunstzinnige Vorming	CKV	2	2	Culturele Activiteit 1 - kunstdiscipline + dimensie(s)	1	po	0	0	Ja	1	Nee	B
4H	47	Culturele en Kunstzinnige Vorming	CKV	3	3	Culturele Activiteit 2 - kunstdiscipline + dimensie(s)	1	po	0	0	Ja	1	Nee	B
4H	47	Culturele en Kunstzinnige Vorming	CKV	4	3	Culturele Activiteit 3 - kunstdiscipline + dimensie(s)	1	po	0	0	Ja	1	Nee	B
4H	47	Culturele en Kunstzinnige Vorming	CKV	5	4	Onderzoek	1	po	0	0	Ja	1	Nee	C
4H	47	Culturele en Kunstzinnige Vorming	CKV	6	4	Reflectie + magazine	2	po	0	0	Ja	2	Nee	D
4H	47	Culturele en Kunstzinnige Vorming	0	7	0	0	0	0	0	0	0	0	0	0
5H	47	Culturele en Kunstzinnige Vorming	CKV	1	0	0	0	0	0	0	0	0	0	0
5H	47	Culturele en Kunstzinnige Vorming	CKV	2	0	0	0	0	0	0	0	0	0	0
5H	47	Culturele en Kunstzinnige Vorming	CKV	3	0	0	0	0	0	0	0	0	0	0
5H	47	Culturele en Kunstzinnige Vorming	CKV	4	0	0	0	0	0	0	0	0	0	0
5H	47	Culturele en Kunstzinnige Vorming	CKV	5	0	0	0	0	0	0	0	0	0	0
5H	47	Culturele en Kunstzinnige Vorming	CKV	6	0	0	0	0	0	0	0	0	0	0
5H	47	Culturele en Kunstzinnige Vorming	0	7	0	0	0	0	0	0	0	0	0	0
4A	47	Culturele en Kunstzinnige Vorming	CKV	1	1	Culturele Activiteit 1 - kunstdiscipline + dimensie(s)	1	po	0	0	Ja	1	Nee	B
4A	47	Culturele en Kunstzinnige Vorming	CKV	2	2	Culturele Activiteit 2 - kunstdiscipline + dimensie(s)	1	po	0	0	Ja	1	Nee	B
4A	47	Culturele en Kunstzinnige Vorming	CKV	3	3	Culturele Activiteit 3 - kunstdiscipline + dimensie(s)	1	po	0	0	Ja	1	Nee	B
4A	47	Culturele en Kunstzinnige Vorming	CKV	4	3	Culturele Activiteit 4 - kunstdiscipline + dimensie(s)	1	po	0	0	Ja	1	Nee	B
4A	47	Culturele en Kunstzinnige Vorming	CKV	5	4	Onderzoek	1	po	0	0	Ja	1	Nee	C
4A	47	Culturele en Kunstzinnige Vorming	CKV	6	4	Oriëntatie (CZP1) + Reflectie (CZP2) + magazine	2	po	0	0	Ja	2	Nee	A, D
4A	47	Culturele en Kunstzinnige Vorming	0	7	0	0	0	0	0	0	0	0	0	0
5A	47	Culturele en Kunstzinnige Vorming	CKV	1	0	0	0	0	0	0	0	0	0	0
5A	47	Culturele en Kunstzinnige Vorming	CKV	2	0	0	0	0	0	0	0	0	0	0
5A	47	Culturele en Kunstzinnige Vorming	CKV	3	0	0	0	0	0	0	0	0	0	0
5A	47	Culturele en Kunstzinnige Vorming	CKV	4	0	0	0	0	0	0	0	0	0	0
5A	47	Culturele en Kunstzinnige Vorming	CKV	5	0	0	0	0	0	0	0	0	0	0
5A	47	Culturele en Kunstzinnige Vorming	CKV	6	0	0	0	0	0	0	0	0	0	0
5A	47	Culturele en Kunstzinnige Vorming	0	7	0	0	0	0	0	0	0	0	0	0
6A	47	Culturele en Kunstzinnige Vorming	CKV	1	0	0	0	0	0	0	0	0	0	0
6A	47	Culturele en Kunstzinnige Vorming	CKV	2	0	0	0	0	0	0	0	0	0	0
6A	47	Culturele en Kunstzinnige Vorming	CKV	3	0	0	0	0	0	0	0	0	0	0
6A	47	Culturele en Kunstzinnige Vorming	CKV	4	0	0	0	0	0	0	0	0	0	0
6A	47	Culturele en Kunstzinnige Vorming	CKV	5	0	0	0	0	0	0	0	0	0	0
6A	47	Culturele en Kunstzinnige Vorming	CKV	6	0	0	0	0	0	0	0	0	0	0
6A	47	Culturele en Kunstzinnige Vorming	0	7	0	0	0	0	0	0	0	0	0	0
4M	171	Kunst  - Beeldende vorming	KUBV	1	0	0	0	0	0	0	0	0	0	0
4M	171	Kunst  - Beeldende vorming	KUBV	2	0	0	0	0	0	0	0	0	0	0
4M	171	Kunst  - Beeldende vorming	KUBV	3	0	0	0	0	0	0	0	0	0	0
4M	171	Kunst  - Beeldende vorming	KUBV	4	0	0	0	0	0	0	0	0	0	0
4M	171	Kunst  - Beeldende vorming	KUBV	5	0	0	0	0	0	0	0	0	0	0
4M	171	Kunst  - Beeldende vorming	KUBV	6	0	0	0	0	0	0	0	0	0	0
4M	171	Kunst  - Beeldende vorming	0	7	0	0	0	0	0	0	0	0	0	0
4H	171	Kunst  - Beeldende vorming	KUBV	1	1	KuBV-opdracht 1	3	po	0	0	Nee	0	0	0
4H	171	Kunst  - Beeldende vorming	KUBV	2	2	KuBV-opdracht 2	3	po	0	0	Nee	0	0	0
4H	171	Kunst  - Beeldende vorming	KUBV	3	3	KuBV-opdracht 3	3	po	0	0	Nee	0	0	0
4H	171	Kunst  - Beeldende vorming	KUBV	4	4	KuBV-opdracht 4	3	po	0	0	Nee	0	0	0
4H	171	Kunst  - Beeldende vorming	KUBV	5	0	0	0	0	0	0	0	0	0	0
4H	171	Kunst  - Beeldende vorming	KUBV	6	0	0	0	0	0	0	0	0	0	0
4H	171	Kunst  - Beeldende vorming	0	7	0	0	0	0	0	0	0	0	0	0
5H	171	Kunst  - Beeldende vorming	KUBV	1	1	KuBV-opdracht 1: Leporello	0	po	0	0	Ja	3	Nee	A1, A2, A3, B
5H	171	Kunst  - Beeldende vorming	KUBV	2	2	KuBV-opdracht 2: Portret Monochroom	0	po	0	0	Ja	3	Nee	A1, A2, A3, B
5H	171	Kunst  - Beeldende vorming	KUBV	3	3	KuBV-opdracht 3: Portret Lijn/Vlak	0	po	0	0	Ja	3	Nee	A1, A2, A3, B
5H	171	Kunst  - Beeldende vorming	KUBV	4	3	Onderzoek: oriëntatie op studie en beroep	0	po	0	0	Ja	1	Nee	C 
5H	171	Kunst  - Beeldende vorming	KUBV	5	0	0	0	0	0	0	0	0	0	0
5H	171	Kunst  - Beeldende vorming	KUBV	6	0	0	0	0	0	0	0	0	0	0
5H	171	Kunst  - Beeldende vorming	0	7	0	0	0	0	0	0	0	0	0	0
4A	171	Kunst  - Beeldende vorming	KUBV	1	1	KuBV-opdracht 1	3	po	0	0	Nee	0	0	0
4A	171	Kunst  - Beeldende vorming	KUBV	2	2	KuBV-opdracht 2	3	po	0	0	Nee	0	0	0
4A	171	Kunst  - Beeldende vorming	KUBV	3	3	KuBV-opdracht 3	3	po	0	0	Nee	0	0	0
4A	171	Kunst  - Beeldende vorming	KUBV	4	4	KuBV-opdracht 4	3	po	0	0	Nee	0	0	0
4A	171	Kunst  - Beeldende vorming	KUBV	5	0	0	0	0	0	0	0	0	0	0
4A	171	Kunst  - Beeldende vorming	KUBV	6	0	0	0	0	0	0	0	0	0	0
4A	171	Kunst  - Beeldende vorming	0	7	0	0	0	0	0	0	0	0	0	0
5A	171	Kunst  - Beeldende vorming	KUBV	1	1	KuBV-opdracht 1 Bestaande uit beeldend proces in dummy en uitwerking. 	3	po	0	0	Nee	0	0	0
5A	171	Kunst  - Beeldende vorming	KUBV	2	2	KuBV-opdracht 2 Bestaande uit beeldend proces in dummy en uitwerking. 	3	po	0	0	Nee	0	0	0
5A	171	Kunst  - Beeldende vorming	KUBV	3	3	Onderzoek 'oriëntatie op studie en beroep'	1	po	0	0	Ja	1	Nee	C
5A	171	Kunst  - Beeldende vorming	KUBV	4	4	KuBV-opdracht 3. Bestaande uit beeldend proces in dummy en uitwerking. 	3	po	0	0	Ja	3	Nee	A1, A2, A3, B
5A	171	Kunst  - Beeldende vorming	KUBV	5	0	0	0	0	0	0	0	0	0	0
5A	171	Kunst  - Beeldende vorming	KUBV	6	0	0	0	0	0	0	0	0	0	0
5A	171	Kunst  - Beeldende vorming	0	7	0	0	0	0	0	0	0	0	0	0
6A	171	Kunst  - Beeldende vorming	KUBV	1	1	KuBV-opdracht 1: Me and Myself/ Dit ben ik. Bestaande uit beeldend proces in dummy en uitwerking. 	0	po	0	0	Ja	3	Nee	A1, A2, A3, B
6A	171	Kunst  - Beeldende vorming	KUBV	2	2	KuBV-opdracht 2: zie opdrachtsstencil. Bestaande uit beeldend proces in dummy en uitwerking. 	0	po	0	0	Ja	3	Nee	A1, A2, A3, B
6A	171	Kunst  - Beeldende vorming	KUBV	3	3	KuBV-opdracht 3: zie opdrachtsstencil. Bestaande uit beeldend proces in dummy en uitwerking. 	0	po	0	0	Ja	3	Nee	A1, A2, A3, B
6A	171	Kunst  - Beeldende vorming	KUBV	4	3	Onderzoek 'oriëntatie op studie en beroep'. 	0	po	0	0	Ja	1	Nee	C
6A	171	Kunst  - Beeldende vorming	KUBV	5	0	0	0	0	0	0	0	0	0	0
6A	171	Kunst  - Beeldende vorming	KUBV	6	0	0	0	0	0	0	0	0	0	0
6A	171	Kunst  - Beeldende vorming	0	7	0	0	0	0	0	0	0	0	0	0
4M	170	Kunst Algemeen	KUA	1	0	0	0	0	0	0	0	0	0	0
4M	170	Kunst Algemeen	KUA	2	0	0	0	0	0	0	0	0	0	0
4M	170	Kunst Algemeen	KUA	3	0	0	0	0	0	0	0	0	0	0
4M	170	Kunst Algemeen	KUA	4	0	0	0	0	0	0	0	0	0	0
4M	170	Kunst Algemeen	KUA	5	0	0	0	0	0	0	0	0	0	0
4M	170	Kunst Algemeen	KUA	6	0	0	0	0	0	0	0	0	0	0
4M	170	Kunst Algemeen	0	7	0	0	0	0	0	0	0	0	0	0
4H	170	Kunst Algemeen	KUA	1	1	Cultuur van het Moderne - I (1e helft van de 20e eeuw)	1	tt	0	50 min	Nee	0	0	0
4H	170	Kunst Algemeen	KUA	2	1	Cultuur van het Moderne - II (1e helft van de 20e eeuw)	1	tt	0	50 min	Nee	0	0	0
4H	170	Kunst Algemeen	KUA	3	2	Cultuur van het Moderne - III (1e helft van de 20e eeuw)	2	tt	0	100 min	Nee	0	0	0
4H	170	Kunst Algemeen	KUA	4	3	Massacultuur - I (2e helft 20e eeuw- heden)	2	tt	0	100 min	Nee	0	0	0
4H	170	Kunst Algemeen	KUA	5	4	Massacultuur - II (2e helft 20e eeuw- heden)	2	tt	0	100 min	Nee	0	0	0
4H	170	Kunst Algemeen	KUA	6	0	0	0	0	0	0	0	0	0	0
4H	170	Kunst Algemeen	0	7	0	Het gebruik van een woordenboek is niet toegestaan	0	0	0	0	0	0	0	0
5H	170	Kunst Algemeen	KUA	1	1	"Herhalingsopdracht Cultuur van het Moderne (1e helft v/d 20e eeuw)
"	0	hd	0	0	Nee	0	0	0
5H	170	Kunst Algemeen	KUA	2	2	Herhalingsopdracht Burgerlijke Cultuur van Nederland (17e eeuw) 	0	hd	0	0	Nee	0	0	0
5H	170	Kunst Algemeen	KUA	3	2	Theoretische toets-handelingsdeel Massacultuur (2e helft v/d 20e eeuw)	0	hd	Geen woordenboek toegestaan	100 min	Nee	0	0	0
5H	170	Kunst Algemeen	KUA	4	3	Proefexamen over drie of vier eindexamenonderwerpen: - Burgelijke Cultuur van Nederland (17e eeuw) - Cultuur van het Moderne (1e helft v/d 20e eeuw) - Cultuur van de Massa (2e helft v/d 20e eeuw tot heden)	0	hd	Geen woordenboek toegestaan	180 min	Nee	0	0	0
5H	170	Kunst Algemeen	KUA	5	0	0	0	0	0	0	0	0	0	0
5H	170	Kunst Algemeen	KUA	6	0	0	0	0	0	0	0	0	0	0
5H	170	Kunst Algemeen	0	7	0	0	0	0	0	0	0	0	0	0
4A	170	Kunst Algemeen	KUA	1	1	Grieken & Romeinen I	1	tt	0	50 min	Nee	0	0	0
4A	170	Kunst Algemeen	KUA	2	1	Grieken & Romeinen II	1	tt	0	50 min	Nee	0	0	0
4A	170	Kunst Algemeen	KUA	3	2	Cultuur van het Moderne - I (1e helft van de 20e eeuw)	2	tt	0	100 min	Nee	0	0	0
4A	170	Kunst Algemeen	KUA	4	3	Cultuur van het Moderne - II (1e helft van de 20e eeuw)	2	tt	0	100 min	Nee	0	0	0
4A	170	Kunst Algemeen	KUA	5	4	Massacultuur (2e helft 20e eeuw- heden)	2	tt	0	100 min	Nee	0	0	0
4A	170	Kunst Algemeen	KUA	6	0	0	0	0	0	0	0	0	0	0
4A	170	Kunst Algemeen	0	7	0	Het gebruik van een woordenboek is niet toegestaan	0	0	0	0	0	0	0	0
5A	170	Kunst Algemeen	KUA	1	1	Hofcultuur - I (16e/ 17e eeuw)	2	tt	0	100 min	Nee	0	0	0
5A	170	Kunst Algemeen	KUA	2	2	Hofcultuur - II (16e/ 17e eeuw)	2	tt	0	100 min	Nee	0	0	0
5A	170	Kunst Algemeen	KUA	3	3	Cultuur van Romantiek en Realisme - I (19e eeuw)	2	tt	0	100 min	Nee	0	0	0
5A	170	Kunst Algemeen	KUA	4	4	Cultuur van Romantiek en Realisme - II (19e eeuw)	2	tt	0	100 min	Nee	0	0	0
5A	170	Kunst Algemeen	KUA	5	0	0	0	0	0	0	0	0	0	0
5A	170	Kunst Algemeen	KUA	6	0	0	0	0	0	0	0	0	0	0
5A	170	Kunst Algemeen	0	7	0	Het gebruik van een woordenboek is niet toegestaan	0	0	0	0	0	0	0	0
6A	170	Kunst Algemeen	KUA	1	1	Herhalingsopdracht Cultuur van het Moderne (1e helft v/d 20e eeuw)	0	hd	0	0	Nee	0	0	0
6A	170	Kunst Algemeen	KUA	2	2	Herhalingsopdracht Cultuur van de Massa (2e helft v/d 20e eeuw)	0	hd	0	0	Nee	0	0	0
6A	170	Kunst Algemeen	KUA	3	2	Theoretische toets-handelingsdeel Cultuur van Romantiek & Realisme (19e eeuw)	0	hd	Geen woordenboek toegestaan	100 min	Nee	0	0	0
6A	170	Kunst Algemeen	KUA	4	3	Herhalingsopdracht Hofcultuur (16e t/m 17e eeuw)	0	hd	0	0	Nee	0	0	0
6A	170	Kunst Algemeen	KUA	5	3	Proefexamen over drie of vier eindexamenonderwerpen: - Hofcultuur (16e t/m 17e eeuw) - Cultuur van Romantiek en Realisme (97e eeuw) - Cultuur van het Moderne (1e helft v/d 20e eeuw) - Cultuur van de Massa (2e helft v/d 20e eeuw tot heden)	0	hd	Geen woordenboek toegestaan	180 min	Nee	0	0	0
6A	170	Kunst Algemeen	KUA	6	0	0	0	0	0	0	0	0	0	0
6A	170	Kunst Algemeen	0	7	0	0	0	0	0	0	0	0	0	0
4M	42	Godsdienstles	GDL	1	0	0	0	0	0	0	0	0	0	0
4M	42	Godsdienstles	GDL	2	0	0	0	0	0	0	0	0	0	0
4M	42	Godsdienstles	GDL	3	0	0	0	0	0	0	0	0	0	0
4M	42	Godsdienstles	GDL	4	0	0	0	0	0	0	0	0	0	0
4M	42	Godsdienstles	GDL	5	0	0	0	0	0	0	0	0	0	0
4M	42	Godsdienstles	GDL	6	0	0	0	0	0	0	0	0	0	0
4M	42	Godsdienstles	0	7	0	0	0	0	0	0	0	0	0	0
4H	42	Godsdienstles	GDL	1	1	Maakbaarheid van het leven gerelateerd aan de wereldreligies.	1	po	0	0	Nee	0	0	0
4H	42	Godsdienstles	GDL	2	2	"Keuzeonderwerp; presentaties van keuzeonderwerpen waarbij ethische dilemma's centraal staan."	2	po	0	0	Nee	0	0	0
